bag_id,source_type,record_id,position
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ff851dba60294b3739bc998a:0000,231
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:336d7798cec2452f33b04037,232
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:653075664f6452e3ded59ee0:0000,233
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a7e13c2f438e8435761f2000:0000,234
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8242cc16f4af179c508bf6dc,235
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8e0cd9584233c0e85997d82e,236
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5bd200fd987a87edd8367de6,237
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:597d8f2ae94e5ad25d376d40,238
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:66764985a9303d515a027cd7,239
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f6d79738ba719066aad934bc:0000,240
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:55eecbcdc99fc06f614d3529:0000,241
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2b3c4efd0f636066b4c20bc5:0000,242
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:40ee8165137a73072d044860,243
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:39b6221f83edbdd7330692bd,244
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0fdf46b3f83438ea38e15423,245
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a35e82149b6ad4ac78a3b117,246
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:15d3d8ed09b14818de4ec182:0000,247
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:36220a3f86dd3df9fd3b4bdd,248
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c3991edcc137387666823fed:0000,249
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:db8d04886837bffaa081bc3f,250
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b1c3f0dd3fa90a7c99abe053,251
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3fbf829e67fbddc6ec624d2c,252
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:391abe1cc261266541ef1bb7:0000,253
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:73bce5bcadc11e8c33a9ce6e,254
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8f55cc7c85423a49c2cbe6c6:0000,255
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a3036157d3064331a71d42db:0000,256
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c57fab33367c2925555ee247,257
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a9b8ed27f3c1ad62a663833c:0000,258
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8790785f4838a7c72dba1d78:0000,259
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ebfe3a17b497ebb61e427ea1:0000,260
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:680a66980c3cda61058176a4:0000,261
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6012daf9cb26254f527bf9d5,262
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b27ebccdebb6cef5f90e28e6:0000,263
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:50d3cff9eb7edf2b4ddfc465,264
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8a8703e58d2ee54f74623388:0000,265
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:32d1ced8a394fe46d595aac5:0000,266
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e4b35c47f507b8fe852359da:0000,267
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:86e8443f10a85ec06c873659:0000,268
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:aecf0a26ec2977229599bc21:0000,269
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0b1186372bc73bc766936076,270
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a5f45f846327bd924c1d7cd4,271
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b5661e00b10c1b61cc33002c:0000,272
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1327fcae07067f584a444bec,273
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:236ac218cd47efd4cfe9e2b2:0000,274
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:096cd7025ac976e3bb37caf6:0000,275
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6197f9a9edfb59af96963766,276
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d365b08d19f02b0ad2e765b7,277
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8388355021931fa097ff0015,278
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4190602998019e997a70d331:0000,279
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1bce8faa01fd15479ab9214f,280
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:6a9c0eba5f308d89a75e4fd6,281
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:45a825f9a272ec6b889f535d,282
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c9097cfcbcfe9ab6437e5a08:0000,283
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cd4b67c1929f5f6818d8ce6a:0000,284
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:9ed4bffe64b8f85402a8feaf:0000,285
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5ee7059c085cf4b36323c0c1:0000,286
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c2eddb9557f1c3cc05cd848a:0000,287
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:95f5f9029b832077c62f0de4:0000,288
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:a73bd87f093916bd0ed172f2:0000,289
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0d85feb093799c7a93946b44:0000,290
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:561bd8dfa36795dc9a13c6a7:0000,291
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:21da0b5b3ea324f4e8b812ea:0000,292
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e9c9269b391c804c20e7c609,293
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:05675015c9bebabee4327a81:0000,294
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:31f82460a180823289a9c70f,295
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f83cbfd5e8ba3f4a42e6351b:0000,296
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d875561498636b4f48ae636a:0000,297
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cef8133c63715b1d84ef23b6:0000,298
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4944ef90ee47666437e06e88:0000,299
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1d9eaa4cc544f8e235215b83,300
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:08f7269ca1fad32a04936d49:0000,301
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f52c0a0ad7726f5a6f5da7ba:0000,302
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9074e0a7650a0636d1bc74f4,303
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c09ec391d79ddb7d2633d35a:0000,304
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:54fa9cfab0cc8534627c697a,305
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b6914afa7a8707a64d7b4b56:0000,306
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0509b78158d81410d1189645:0000,307
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:84ec55d54d832f9ba9420bf3:0000,308
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:61f1047335556085a25a4ec3,309
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cd7197e6bfd8cd976e48fdf0:0000,310
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:114d257cd732647101c492fd,311
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:098218115dae6c73509cea5d:0000,312
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9bbf6cb64b566cbb36364c01,313
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f7f63746e937b8d32c610121,314
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1be51037d41dad4a37f28305,315
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4717135e28079186435d6f5e:0000,316
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0ecd4334351df3c54012d399:0000,317
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5703c30b00babec165b16f13:0000,318
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ff01e15d2b607233b0f05f3e:0000,319
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5f4cc7b6d1cadee7a2fa9858:0000,320
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e7bff59782deb008aad9ec67:0000,321
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5a33022728ee6df5702d46d6,322
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5f6c4ca2ed46117c3f3fccd0:0000,323
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:022fe07edfb4bc0341bbb1e3,324
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9ec6fcc8ce51db75085106d9,325
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5df4ebc1f77aa87174c561d1:0000,326
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:304f652c4e806d7334277fb2:0000,327
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6d9570d9aea1011b78a3e875:0000,328
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5415c5f3f66b5eece20a7e97:0000,329
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:39f877267030c0d684cc03e0:0000,330
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:326543261fc7322fdcf0d288:0000,331
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e9c31cf0e5f1a37aabe733c5:0000,332
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5d8b70a7befe465e6513edf9,333
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f4237527f57b441e29d8f976,334
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c51110d07dfe07dc45266b34,335
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8a057be6aefd7e42194849ac:0000,336
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:712db41b92c45776d20d677a:0000,337
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4553da46976494f74ffeab2a,338
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:30980f3ad31d7463d805d2fe:0000,339
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cbbc535a097b7b9ab5c97098:0000,340
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:fcebb87b3201de7284967d94,341
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c93af70fc933ad54eca647c2,342
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2bfdf2a1f062e2056df6592b,343
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c38749abb6f17c569593033f,344
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b192c55a6d5f38e568f3cb9a:0000,345
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:39ceeb527b0fa33d7744d41e:0000,346
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:8d79775351d8dace3d21a776:0000,347
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c03d9081b04a20b5303732af:0000,348
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:dddd46bad9d353ff978268c2:0000,349
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:74d1ce4a14daa07686acf222,350
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:a010c1fdadf49b39fb0b7706,351
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b5f0e7d6f8593a9502053123,352
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b747b9c883af1e66571fd830,353
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5f8e265bc95d7e5b0d50c838,354
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:9aca611419f8d258f7fc7428:0000,355
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:588d69fdb82cf1c9a27afa97:0000,356
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:f792b05e89461cd655ca0a18:0000,357
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0dac8a201d679f503d10d067,358
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:bdb725fe4bbcdd8d8e0e87c6:0000,359
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:56a7297dcdcc8ac3f101d91d:0000,360
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:7ea05a16b6ac484a719c54b9:0000,361
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8e451e662124628bcba7dadf,362
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:32f8c5a4936152e2534d1b57,363
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cc88d0a5703686ebd2416d0d:0000,364
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:be474abcc340119f0ab7da31,365
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2f5cc46c0528b12b70090618,366
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c76635c6adf845660bf82829:0000,367
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:16424ed45eed712e57ca58aa,368
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e6f568530e8384ba7e61249f,369
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:26a4df286e14b93891d778c7:0000,370
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:f5a5f255dd10e49caf56c08a,371
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c2531a1856c20238fe88f756,372
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e0da666b7da5749838fd7610,373
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:234abfdab47bf7b0af1b7320,374
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:cfaebc43386a584df0aabcf6:0000,375
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1acf044a65587d4bc3ca4113,376
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d22fe7c0142e136620e91a74,377
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:c72a304bfa8ee5953fdc83ab,378
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4ca6875c75162f2c847125bd,379
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:ca702e3f37f32d75370f29f4:0000,380
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b33ca573f54a9c24dfeb5d92,381
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8b9520e20c9c4e23776df9d5,382
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:0ef6436a54e8194f5d13f4e0:0000,383
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:95a1ce034f39552676de1428,384
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b3577b2ebedcb6101c172739:0000,385
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:104b15c72f5a5eef29e5e2b9:0000,386
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:90f14b73c72b1c4c18d20e84:0000,387
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:fa8efced250151d4165cda08:0000,388
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5bb4c4cb22e526784421a44b,389
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ecc7bf014059bbde606f9c43,390
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4356edb4c144305f31aeb060,391
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7914be44125b179e488b6f66,392
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2c94191a790f24692f3a41ac,393
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8fa082a03411bb36de011142,394
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:399e4af258d69f970d15cb90:0000,395
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:32442649f7b02cd117e0d6a5:0000,396
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4f94b7a26f2906e8acb2c74d:0000,397
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6db695ed4c96ae18b8135d33:0000,398
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:270af1acc7ef398e75da0165,399
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:fb25ab1804ccc8db02bc1ab0,400
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ccb11e4325d8ba590a985cf5,401
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e6e12a100aa7249ce1bf22c2:0000,402
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4c914049cd3759caaabc9980,403
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:295522f7ce3547283db970b2,404
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8998d33ac35069031aeb7755,405
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:e68d27c47c15ea66975f96b2:0000,406
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:098b05e2ca4450e53448ebeb,407
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ebbf7a039d399f782169e380,408
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2849fcfc5cb2acef5ca9a69e,409
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:7c9492e7afc3d022cdfdcbe2,410
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e981a9d4f64b9062804540ab,411
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2bb2d754d2f2f34e0785c1a6:0000,412
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e424f743722d026ad1d2efc5,413
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:2f2e0b6bfdb70cf12fb08267:0000,414
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c6eafb9204a0637b36be02af:0000,415
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:b8a12ffb7374c361cba5635a,416
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:cc196472feabdf1338b34a93,417
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b7c2fa0c68916913c6acd53b:0000,418
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c3759dad712721731f0e648a:0000,419
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:b1dbd1bd26d5a9ce652e7355:0000,420
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4d96b7af86e83ec3b644adcb,421
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5d829501b129f4198f276011,422
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:c18791d7d7937099404042e4:0000,423
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e70b15676fa56f804b1161dc,424
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:cec8610ac775526b8cdeb147,425
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:6c414744c1f7538b53f1c24d:0000,426
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:4c1145c3610b29565ddb5fd8:0000,427
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:83d4878a34db3a804049444c,428
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:638d719967f70430eb0946fc:0000,429
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5682365405b5219c4cc84cdd,430
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:531c26be9da001ffd3bb0edf:0000,431
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:4c38e950daa3d4ffaf58bb6e,432
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0eb9ac984fb9f6fb18fed8e0,433
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:00ef2e5189c1eca58cf15c1b:0000,434
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:39b0bcde7e8677cb46cbb844,435
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3a8220f0f354e967932b7740,436
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d090180793b9870b2941532b,437
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:9a27ff9d81438a481bd16295,438
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:50d24b12ec46acb2aded8a04:0000,439
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8bcd6bb47bed47dd697a9339,440
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:3c45cbb7d8d86fa6d4ae393b,441
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:0d4fff3e3175591809b689c8,442
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:e04ecc6ceb573aec888c19bd,443
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:37455cab9b68defdedc7c360,444
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:d9afb51ee2dca2fa1dcddf1a:0000,445
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ccd0ce98259f7f1c130721bc,446
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:5e09a955bd23dc9d7f3672ce,447
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:441e14474278f8ae1395f0b9,448
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:8fb1b9e6e1115078f3eb5123,449
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:072a8bf2560dd12bfa961024:0000,450
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:1260d97e128ffc84c0e4640e,451
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:2e55489e2f676bedd8fcc2c1,452
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:5f6b0f3d5a980c2185e2ca92:0000,453
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:873760c25b01916996f294e5:0000,454
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:510f9dca915a3f0a82124380:0000,455
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:123405bc12e325d390207796:0000,456
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:ca5f22e929f20a31c9c9ed74,457
bag:adult:GaussianCopula:s42:test:p050:b00,synthetic,syn:adult:GaussianCopula:S_final_test:d9e04b8e9b7f37643907a152,458
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:aafe29f73429bca8352cbbcf:0000,459
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:21b0b3e8323bc921b8ba22f2:0000,460
bag:adult:GaussianCopula:s42:test:p050:b00,real,adult:90788e30f4230eac049f0be9:0000,461
